hidden_layers,activation,solver,max_iter,accuracy,f1_score,cv_mean,cv_std,cv_fold_1,cv_fold_2,cv_fold_3,validation_fraction,n_iter_no_change,learning_rate,alpha,batch_size,learning_rate_init,momentum,nesterovs_momentum,early_stopping,tol,n_iter_,n_layers_,n_outputs_,timestamp
"(500, 250, 125, 60)",logistic,lbfgs,200,1.0,1.0,0.5943773964947277,0.06946445340881885,0.5035598705501618,0.6722222222222223,0.6073500967117988,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,121,6,1,2024-12-27 02:12:50.342697
"(500, 250, 125, 60)",logistic,lbfgs,500,1.0,1.0,0.5943773964947277,0.06946445340881885,0.5035598705501618,0.6722222222222223,0.6073500967117988,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,121,6,1,2024-12-27 02:13:02.990335
"(500, 250, 125, 60)",logistic,lbfgs,1000,1.0,1.0,0.5943773964947277,0.06946445340881885,0.5035598705501618,0.6722222222222223,0.6073500967117988,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,121,6,1,2024-12-27 02:13:16.390209
"(500, 250, 125, 60)",logistic,lbfgs,2000,1.0,1.0,0.5943773964947277,0.06946445340881885,0.5035598705501618,0.6722222222222223,0.6073500967117988,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,121,6,1,2024-12-27 02:13:29.558682
"(500, 250, 125, 60)",identity,lbfgs,200,1.0,1.0,0.614681650437953,0.04324935965943115,0.5661764705882353,0.6066666666666667,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,55,6,1,2024-12-27 02:13:42.700537
"(500, 250, 125, 60)",identity,lbfgs,500,1.0,1.0,0.614681650437953,0.04324935965943115,0.5661764705882353,0.6066666666666667,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,55,6,1,2024-12-27 02:13:46.073130
"(500, 250, 125, 60)",identity,lbfgs,1000,1.0,1.0,0.614681650437953,0.04324935965943115,0.5661764705882353,0.6066666666666667,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,55,6,1,2024-12-27 02:13:49.665624
"(500, 250, 125, 60)",identity,lbfgs,2000,1.0,1.0,0.614681650437953,0.04324935965943115,0.5661764705882353,0.6066666666666667,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,55,6,1,2024-12-27 02:13:53.282772
"(10, 10, 5)",tanh,lbfgs,200,1.0,1.0,0.6274760265984687,0.020585368303415334,0.6549707602339181,0.6220151426907397,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,104,5,1,2024-12-27 02:01:21.675115
"(10, 10, 5)",tanh,lbfgs,500,1.0,1.0,0.6274760265984687,0.020585368303415334,0.6549707602339181,0.6220151426907397,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,104,5,1,2024-12-27 02:01:21.908016
"(10, 10, 5)",tanh,lbfgs,1000,1.0,1.0,0.6274760265984687,0.020585368303415334,0.6549707602339181,0.6220151426907397,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,104,5,1,2024-12-27 02:01:22.134316
"(10, 10, 5)",tanh,lbfgs,2000,1.0,1.0,0.6274760265984687,0.020585368303415334,0.6549707602339181,0.6220151426907397,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,104,5,1,2024-12-27 02:01:22.395961
"(400, 200, 100, 50)",relu,lbfgs,200,1.0,1.0,0.6168630785647592,0.015293920993204741,0.6384803921568627,0.6066666666666667,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,30,6,1,2024-12-27 02:10:13.659106
"(400, 200, 100, 50)",relu,lbfgs,500,1.0,1.0,0.6168630785647592,0.015293920993204741,0.6384803921568627,0.6066666666666667,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,30,6,1,2024-12-27 02:10:15.480230
"(400, 200, 100, 50)",relu,lbfgs,1000,1.0,1.0,0.6168630785647592,0.015293920993204741,0.6384803921568627,0.6066666666666667,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,30,6,1,2024-12-27 02:10:17.479807
"(400, 200, 100, 50)",relu,lbfgs,2000,1.0,1.0,0.6168630785647592,0.015293920993204741,0.6384803921568627,0.6066666666666667,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,30,6,1,2024-12-27 02:10:19.344694
"(300, 150, 75, 35)",logistic,lbfgs,200,1.0,1.0,0.6103183407576452,0.04867589439942506,0.553290623179965,0.6722222222222223,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,119,6,1,2024-12-27 02:09:32.999803
"(300, 150, 75, 35)",logistic,lbfgs,500,1.0,1.0,0.6103183407576452,0.04867589439942506,0.553290623179965,0.6722222222222223,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,119,6,1,2024-12-27 02:09:38.133284
"(300, 150, 75, 35)",logistic,lbfgs,1000,1.0,1.0,0.6103183407576452,0.04867589439942506,0.553290623179965,0.6722222222222223,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,119,6,1,2024-12-27 02:09:43.359234
"(300, 150, 75, 35)",logistic,lbfgs,2000,1.0,1.0,0.6103183407576452,0.04867589439942506,0.553290623179965,0.6722222222222223,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,119,6,1,2024-12-27 02:09:48.312912
"(300, 150, 75, 35)",identity,lbfgs,200,1.0,1.0,0.6072704197185541,0.05534373741189756,0.6384803921568627,0.529505582137161,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,55,6,1,2024-12-27 02:09:56.404123
"(300, 150, 75, 35)",identity,lbfgs,500,1.0,1.0,0.6072704197185541,0.05534373741189756,0.6384803921568627,0.529505582137161,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,55,6,1,2024-12-27 02:09:58.201261
"(300, 150, 75, 35)",identity,lbfgs,1000,1.0,1.0,0.6072704197185541,0.05534373741189756,0.6384803921568627,0.529505582137161,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,55,6,1,2024-12-27 02:10:00.080735
"(300, 150, 75, 35)",identity,lbfgs,2000,1.0,1.0,0.6072704197185541,0.05534373741189756,0.6384803921568627,0.529505582137161,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,55,6,1,2024-12-27 02:10:02.057993
"(10, 10, 5)",logistic,lbfgs,500,1.0,1.0,0.6041106628379911,0.03515795549176087,0.5799352750809061,0.5785714285714285,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,443,5,1,2024-12-27 02:01:25.456792
"(10, 10, 5)",logistic,lbfgs,1000,1.0,1.0,0.575423087484225,0.06533836782237853,0.49387254901960786,0.5785714285714285,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,443,5,1,2024-12-27 02:01:26.605608
"(10, 10, 5)",logistic,lbfgs,2000,1.0,1.0,0.575423087484225,0.06533836782237853,0.49387254901960786,0.5785714285714285,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,443,5,1,2024-12-27 02:01:27.726176
"(10, 10, 5)",identity,lbfgs,200,1.0,1.0,0.5574896879289923,0.037556337543591785,0.5137362637362637,0.553290623179965,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,62,5,1,2024-12-27 02:01:29.116303
"(10, 10, 5)",identity,lbfgs,500,1.0,1.0,0.5574896879289923,0.037556337543591785,0.5137362637362637,0.553290623179965,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,62,5,1,2024-12-27 02:01:29.200762
"(10, 10, 5)",identity,lbfgs,1000,1.0,1.0,0.5574896879289923,0.037556337543591785,0.5137362637362637,0.553290623179965,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,62,5,1,2024-12-27 02:01:29.282781
"(10, 10, 5)",identity,lbfgs,2000,1.0,1.0,0.5574896879289923,0.037556337543591785,0.5137362637362637,0.553290623179965,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,62,5,1,2024-12-27 02:01:29.367665
"(300, 150, 75, 35)",tanh,lbfgs,200,1.0,1.0,0.6607331821617536,0.015532006235629803,0.6722222222222223,0.6387755102040816,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,22,6,1,2024-12-27 02:09:14.351476
"(300, 150, 75, 35)",tanh,lbfgs,500,1.0,1.0,0.6607331821617536,0.015532006235629803,0.6722222222222223,0.6387755102040816,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,22,6,1,2024-12-27 02:09:15.167352
"(300, 150, 75, 35)",tanh,lbfgs,1000,1.0,1.0,0.6607331821617536,0.015532006235629803,0.6722222222222223,0.6387755102040816,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,22,6,1,2024-12-27 02:09:16.065009
"(300, 150, 75, 35)",tanh,lbfgs,2000,1.0,1.0,0.6607331821617536,0.015532006235629803,0.6722222222222223,0.6387755102040816,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,22,6,1,2024-12-27 02:09:16.825207
"(10, 10, 10)",relu,lbfgs,200,1.0,1.0,0.6652519950605275,0.03187568132648568,0.6220151426907397,0.6758241758241759,0.6979166666666667,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,68,5,1,2024-12-27 02:01:31.113932
"(10, 10, 10)",relu,lbfgs,500,1.0,1.0,0.6652519950605275,0.03187568132648568,0.6220151426907397,0.6758241758241759,0.6979166666666667,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,68,5,1,2024-12-27 02:01:31.271147
"(10, 10, 10)",relu,lbfgs,1000,1.0,1.0,0.6652519950605275,0.03187568132648568,0.6220151426907397,0.6758241758241759,0.6979166666666667,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,68,5,1,2024-12-27 02:01:31.430855
"(10, 10, 10)",relu,lbfgs,2000,1.0,1.0,0.6652519950605275,0.03187568132648568,0.6220151426907397,0.6758241758241759,0.6979166666666667,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,68,5,1,2024-12-27 02:01:31.597137
"(300, 150, 75, 35)",relu,lbfgs,200,1.0,1.0,0.6360583124274735,0.04524718701080382,0.6907396622015143,0.5799352750809061,0.6375,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,29,6,1,2024-12-27 02:09:02.234394
"(300, 150, 75, 35)",relu,lbfgs,500,1.0,1.0,0.6360583124274735,0.04524718701080382,0.6907396622015143,0.5799352750809061,0.6375,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,29,6,1,2024-12-27 02:09:03.554897
"(300, 150, 75, 35)",relu,lbfgs,1000,1.0,1.0,0.6360583124274735,0.04524718701080382,0.6907396622015143,0.5799352750809061,0.6375,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,29,6,1,2024-12-27 02:09:04.795681
"(300, 150, 75, 35)",relu,lbfgs,2000,1.0,1.0,0.6360583124274735,0.04524718701080382,0.6907396622015143,0.5799352750809061,0.6375,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,29,6,1,2024-12-27 02:09:06.017371
"(200, 100, 50, 25)",logistic,lbfgs,200,1.0,1.0,0.6032506076373866,0.017200478675794495,0.5799352750809061,0.6089015151515151,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,86,6,1,2024-12-27 02:08:38.479439
"(200, 100, 50, 25)",logistic,lbfgs,500,1.0,1.0,0.6032506076373866,0.017200478675794495,0.5799352750809061,0.6089015151515151,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,86,6,1,2024-12-27 02:08:41.206797
"(200, 100, 50, 25)",logistic,lbfgs,1000,1.0,1.0,0.6032506076373866,0.017200478675794495,0.5799352750809061,0.6089015151515151,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,86,6,1,2024-12-27 02:08:43.879163
"(200, 100, 50, 25)",logistic,lbfgs,2000,1.0,1.0,0.6032506076373866,0.017200478675794495,0.5799352750809061,0.6089015151515151,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,86,6,1,2024-12-27 02:08:46.568703
"(200, 100, 50, 25)",identity,lbfgs,200,1.0,1.0,0.5997846930757144,0.04138854144439261,0.553290623179965,0.5922381711855396,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,53,6,1,2024-12-27 02:08:51.658674
"(200, 100, 50, 25)",identity,lbfgs,500,1.0,1.0,0.5997846930757144,0.04138854144439261,0.553290623179965,0.5922381711855396,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,53,6,1,2024-12-27 02:08:52.686898
"(200, 100, 50, 25)",identity,lbfgs,1000,1.0,1.0,0.5997846930757144,0.04138854144439261,0.553290623179965,0.5922381711855396,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,53,6,1,2024-12-27 02:08:53.666432
"(200, 100, 50, 25)",identity,lbfgs,2000,1.0,1.0,0.5997846930757144,0.04138854144439261,0.553290623179965,0.5922381711855396,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,53,6,1,2024-12-27 02:08:54.555107
"(10, 10, 10)",identity,lbfgs,200,1.0,1.0,0.5803978610992505,0.04761996934939783,0.5137362637362637,0.6220151426907397,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,54,5,1,2024-12-27 02:01:40.910769
"(10, 10, 10)",identity,lbfgs,500,1.0,1.0,0.5803978610992505,0.04761996934939783,0.5137362637362637,0.6220151426907397,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,54,5,1,2024-12-27 02:01:40.996843
"(10, 10, 10)",identity,lbfgs,1000,1.0,1.0,0.5803978610992505,0.04761996934939783,0.5137362637362637,0.6220151426907397,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,54,5,1,2024-12-27 02:01:41.084925
"(10, 10, 10)",identity,lbfgs,2000,1.0,1.0,0.5803978610992505,0.04761996934939783,0.5137362637362637,0.6220151426907397,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,54,5,1,2024-12-27 02:01:41.172906
"(200, 100, 50, 25)",tanh,lbfgs,200,1.0,1.0,0.6612923057011584,0.029534917508280228,0.6907396622015143,0.6722222222222223,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,23,6,1,2024-12-27 02:08:26.097121
"(200, 100, 50, 25)",tanh,lbfgs,500,1.0,1.0,0.6612923057011584,0.029534917508280228,0.6907396622015143,0.6722222222222223,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,23,6,1,2024-12-27 02:08:26.599145
"(200, 100, 50, 25)",tanh,lbfgs,1000,1.0,1.0,0.6612923057011584,0.029534917508280228,0.6907396622015143,0.6722222222222223,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,23,6,1,2024-12-27 02:08:27.091325
"(200, 100, 50, 25)",tanh,lbfgs,2000,1.0,1.0,0.6612923057011584,0.029534917508280228,0.6907396622015143,0.6722222222222223,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,23,6,1,2024-12-27 02:08:27.567683
"(400, 200, 100, 50)",tanh,lbfgs,200,1.0,1.0,0.6275490196078432,0.014771476804192695,0.6384803921568627,0.6066666666666667,0.6375,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,25,6,1,2024-12-27 02:10:31.157481
"(400, 200, 100, 50)",tanh,lbfgs,500,1.0,1.0,0.6275490196078432,0.014771476804192695,0.6384803921568627,0.6066666666666667,0.6375,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,25,6,1,2024-12-27 02:10:32.471593
"(400, 200, 100, 50)",tanh,lbfgs,1000,1.0,1.0,0.6275490196078432,0.014771476804192695,0.6384803921568627,0.6066666666666667,0.6375,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,25,6,1,2024-12-27 02:10:33.776069
"(400, 200, 100, 50)",tanh,lbfgs,2000,1.0,1.0,0.6275490196078432,0.014771476804192695,0.6384803921568627,0.6066666666666667,0.6375,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,25,6,1,2024-12-27 02:10:35.064447
"(200, 100, 50, 25)",relu,lbfgs,200,1.0,1.0,0.658747496323019,0.031034538740255857,0.6563106796116505,0.6220151426907397,0.6979166666666667,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,47,6,1,2024-12-27 02:08:17.785844
"(200, 100, 50, 25)",relu,lbfgs,500,1.0,1.0,0.658747496323019,0.031034538740255857,0.6563106796116505,0.6220151426907397,0.6979166666666667,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,47,6,1,2024-12-27 02:08:18.676480
"(200, 100, 50, 25)",relu,lbfgs,1000,1.0,1.0,0.658747496323019,0.031034538740255857,0.6563106796116505,0.6220151426907397,0.6979166666666667,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,47,6,1,2024-12-27 02:08:19.523342
"(200, 100, 50, 25)",relu,lbfgs,2000,1.0,1.0,0.658747496323019,0.031034538740255857,0.6563106796116505,0.6220151426907397,0.6979166666666667,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,47,6,1,2024-12-27 02:08:20.367436
"(400, 200, 100)",logistic,lbfgs,200,1.0,1.0,0.6172772301739978,0.005939529280588789,0.6220151426907397,0.6089015151515151,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,83,5,1,2024-12-27 02:07:30.949432
"(400, 200, 100)",logistic,lbfgs,500,1.0,1.0,0.6172772301739978,0.005939529280588789,0.6220151426907397,0.6089015151515151,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,83,5,1,2024-12-27 02:07:41.730014
"(400, 200, 100)",logistic,lbfgs,1000,1.0,1.0,0.6172772301739978,0.005939529280588789,0.6220151426907397,0.6089015151515151,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,83,5,1,2024-12-27 02:07:48.680243
"(400, 200, 100)",logistic,lbfgs,2000,1.0,1.0,0.6172772301739978,0.005939529280588789,0.6220151426907397,0.6089015151515151,0.6209150326797386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,83,5,1,2024-12-27 02:07:55.821552
"(10, 10, 15)",relu,lbfgs,200,1.0,1.0,0.6603305788762149,0.07800545934841797,0.553290623179965,0.6907396622015143,0.7369614512471656,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,126,5,1,2024-12-27 02:01:42.524060
"(10, 10, 15)",relu,lbfgs,500,1.0,1.0,0.6603305788762149,0.07800545934841797,0.553290623179965,0.6907396622015143,0.7369614512471656,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,126,5,1,2024-12-27 02:01:42.726944
"(10, 10, 15)",relu,lbfgs,1000,1.0,1.0,0.6603305788762149,0.07800545934841797,0.553290623179965,0.6907396622015143,0.7369614512471656,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,126,5,1,2024-12-27 02:01:42.928863
"(10, 10, 15)",relu,lbfgs,2000,1.0,1.0,0.6603305788762149,0.07800545934841797,0.553290623179965,0.6907396622015143,0.7369614512471656,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,126,5,1,2024-12-27 02:01:43.128044
"(10, 10, 10)",logistic,lbfgs,500,1.0,1.0,0.6175072848214466,0.027262963402890448,0.6549707602339181,0.6066666666666667,0.5908844275637548,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,433,5,1,2024-12-27 02:01:37.149250
"(10, 10, 10)",logistic,lbfgs,1000,1.0,1.0,0.6232577721508813,0.035217493719902,0.6722222222222223,0.6066666666666667,0.5908844275637548,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,433,5,1,2024-12-27 02:01:38.295916
"(10, 10, 10)",logistic,lbfgs,2000,1.0,1.0,0.6232577721508813,0.035217493719902,0.6722222222222223,0.6066666666666667,0.5908844275637548,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,433,5,1,2024-12-27 02:01:39.439146
"(400, 200, 100)",identity,lbfgs,200,1.0,1.0,0.5791068101642355,0.06134839552446099,0.5799352750809061,0.5035598705501618,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,58,5,1,2024-12-27 02:08:04.829464
"(400, 200, 100)",identity,lbfgs,500,1.0,1.0,0.5791068101642355,0.06134839552446099,0.5799352750809061,0.5035598705501618,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,58,5,1,2024-12-27 02:08:07.636316
"(400, 200, 100)",identity,lbfgs,1000,1.0,1.0,0.5791068101642355,0.06134839552446099,0.5799352750809061,0.5035598705501618,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,58,5,1,2024-12-27 02:08:09.942373
"(400, 200, 100)",identity,lbfgs,2000,1.0,1.0,0.5791068101642355,0.06134839552446099,0.5799352750809061,0.5035598705501618,0.6538252848616386,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,58,5,1,2024-12-27 02:08:12.253915
"(10, 10, 15)",tanh,lbfgs,200,1.0,1.0,0.6545659681850675,0.06458760036557745,0.6813942071674031,0.5655375552282769,0.7167661421595225,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,71,5,1,2024-12-27 02:01:44.734182
"(10, 10, 15)",tanh,lbfgs,500,1.0,1.0,0.6545659681850675,0.06458760036557745,0.6813942071674031,0.5655375552282769,0.7167661421595225,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,71,5,1,2024-12-27 02:01:44.857155
"(10, 10, 15)",tanh,lbfgs,1000,1.0,1.0,0.6545659681850675,0.06458760036557745,0.6813942071674031,0.5655375552282769,0.7167661421595225,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,71,5,1,2024-12-27 02:01:44.983197
"(10, 10, 15)",tanh,lbfgs,2000,1.0,1.0,0.6545659681850675,0.06458760036557745,0.6813942071674031,0.5655375552282769,0.7167661421595225,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,71,5,1,2024-12-27 02:01:45.108679
"(400, 200, 100)",tanh,lbfgs,200,1.0,1.0,0.6113746620760515,0.0075405443923164265,0.6220151426907397,0.6066666666666667,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,26,5,1,2024-12-27 02:07:04.564557
"(400, 200, 100)",tanh,lbfgs,500,1.0,1.0,0.6113746620760515,0.0075405443923164265,0.6220151426907397,0.6066666666666667,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,26,5,1,2024-12-27 02:07:05.777193
"(400, 200, 100)",tanh,lbfgs,1000,1.0,1.0,0.6113746620760515,0.0075405443923164265,0.6220151426907397,0.6066666666666667,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,26,5,1,2024-12-27 02:07:06.967885
"(400, 200, 100)",tanh,lbfgs,2000,1.0,1.0,0.6113746620760515,0.0075405443923164265,0.6220151426907397,0.6066666666666667,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,26,5,1,2024-12-27 02:07:08.144956
"(400, 200, 100)",relu,lbfgs,200,1.0,1.0,0.6387149304166111,0.027263343771844938,0.6722222222222223,0.6384803921568627,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,29,5,1,2024-12-27 02:06:49.845789
"(400, 200, 100)",relu,lbfgs,500,1.0,1.0,0.6387149304166111,0.027263343771844938,0.6722222222222223,0.6384803921568627,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,29,5,1,2024-12-27 02:06:51.333875
"(400, 200, 100)",relu,lbfgs,1000,1.0,1.0,0.6387149304166111,0.027263343771844938,0.6722222222222223,0.6384803921568627,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,29,5,1,2024-12-27 02:06:52.808088
"(400, 200, 100)",relu,lbfgs,2000,1.0,1.0,0.6387149304166111,0.027263343771844938,0.6722222222222223,0.6384803921568627,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,29,5,1,2024-12-27 02:06:54.435186
"(300, 150, 75)",logistic,lbfgs,200,1.0,1.0,0.6349146676214344,0.040387970296879364,0.6549707602339181,0.5785714285714285,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,75,5,1,2024-12-27 02:06:17.676031
"(300, 150, 75)",logistic,lbfgs,500,1.0,1.0,0.6349146676214344,0.040387970296879364,0.6549707602339181,0.5785714285714285,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,75,5,1,2024-12-27 02:06:21.678020
"(300, 150, 75)",logistic,lbfgs,1000,1.0,1.0,0.6349146676214344,0.040387970296879364,0.6549707602339181,0.5785714285714285,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,75,5,1,2024-12-27 02:06:25.328874
"(300, 150, 75)",logistic,lbfgs,2000,1.0,1.0,0.6349146676214344,0.040387970296879364,0.6549707602339181,0.5785714285714285,0.6712018140589568,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,75,5,1,2024-12-27 02:06:28.872127
"(10, 10, 15)",identity,lbfgs,200,1.0,1.0,0.5918297067395542,0.05899627402278003,0.5137362637362637,0.6563106796116505,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,81,5,1,2024-12-27 02:01:49.978007
"(10, 10, 15)",identity,lbfgs,500,1.0,1.0,0.5918297067395542,0.05899627402278003,0.5137362637362637,0.6563106796116505,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,81,5,1,2024-12-27 02:01:50.088615
"(10, 10, 15)",identity,lbfgs,1000,1.0,1.0,0.5918297067395542,0.05899627402278003,0.5137362637362637,0.6563106796116505,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,81,5,1,2024-12-27 02:01:50.196849
"(10, 10, 15)",identity,lbfgs,2000,1.0,1.0,0.5918297067395542,0.05899627402278003,0.5137362637362637,0.6563106796116505,0.6054421768707483,0.15,15,adaptive,0.0001,auto,0.001,0.9,True,True,1e-05,81,5,1,2024-12-27 02:01:50.304331
