hidden_layers,activation,solver,max_iter,f1_score,cv_mean,cv_std
"(10, 10, 20)",tanh,adam,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",tanh,adam,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",tanh,adam,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",tanh,sgd,200,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",tanh,sgd,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",tanh,sgd,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",tanh,sgd,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",tanh,lbfgs,200,1.0,0.5955498649432637,0.14633044741665055
"(10, 10, 20)",tanh,lbfgs,2000,1.0,0.5955498649432637,0.14633044741665055
"(10, 10, 20)",tanh,lbfgs,2500,1.0,0.5955498649432637,0.14633044741665055
"(10, 10, 20)",tanh,lbfgs,3000,1.0,0.5955498649432637,0.14633044741665055
"(10, 10, 20)",logistic,adam,200,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",logistic,adam,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",logistic,adam,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",logistic,adam,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",logistic,sgd,200,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",logistic,sgd,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",logistic,sgd,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",logistic,sgd,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(10, 10, 20)",logistic,lbfgs,200,1.0,0.6576095947063689,0.11156017130307287
"(10, 10, 20)",logistic,lbfgs,2000,1.0,0.6199514000744901,0.04900933986122671
"(10, 10, 20)",logistic,lbfgs,2500,1.0,0.6199514000744901,0.04900933986122671
"(10, 10, 20)",logistic,lbfgs,3000,1.0,0.6199514000744901,0.04900933986122671
"(10, 10, 20)",identity,adam,200,0.49537150815106085,0.4905287797200601,0.10308137272538377
"(10, 10, 20)",identity,adam,2000,0.49537150815106085,0.4905287797200601,0.10308137272538377
"(10, 10, 20)",identity,adam,2500,0.49537150815106085,0.4905287797200601,0.10308137272538377
"(10, 10, 20)",identity,adam,3000,0.49537150815106085,0.4905287797200601,0.10308137272538377
"(10, 10, 20)",identity,sgd,200,0.49537150815106085,0.47283291048659903,0.1072600335140614
"(10, 10, 20)",identity,sgd,2000,0.49537150815106085,0.47283291048659903,0.1072600335140614
"(10, 10, 20)",identity,sgd,2500,0.49537150815106085,0.47283291048659903,0.1072600335140614
"(10, 10, 20)",identity,sgd,3000,0.49537150815106085,0.47283291048659903,0.1072600335140614
"(10, 10, 20)",identity,lbfgs,200,1.0,0.5787195580619083,0.11761919508177633
"(10, 10, 20)",identity,lbfgs,2000,1.0,0.5787195580619083,0.11761919508177633
"(10, 10, 20)",identity,lbfgs,2500,1.0,0.5787195580619083,0.11761919508177633
"(10, 10, 20)",identity,lbfgs,3000,1.0,0.5787195580619083,0.11761919508177633
"(100,)",relu,adam,200,0.4739803094233474,0.4245458963610959,0.013566576301650318
"(100,)",relu,adam,2000,0.4739803094233474,0.4245458963610959,0.013566576301650318
"(100,)",relu,adam,2500,0.4739803094233474,0.4245458963610959,0.013566576301650318
"(100,)",relu,adam,3000,0.4739803094233474,0.4245458963610959,0.013566576301650318
"(100,)",relu,sgd,200,0.4665355943311215,0.4167399593643018,0.016705282087104374
"(100,)",relu,sgd,2000,0.4665355943311215,0.4167399593643018,0.016705282087104374
"(100,)",relu,sgd,2500,0.4665355943311215,0.4167399593643018,0.016705282087104374
"(100,)",relu,sgd,3000,0.4665355943311215,0.4167399593643018,0.016705282087104374
"(100,)",relu,lbfgs,200,1.0,0.5892378772444966,0.09603279400974324
"(100,)",relu,lbfgs,2000,1.0,0.5892378772444966,0.09603279400974324
"(100,)",relu,lbfgs,2500,1.0,0.5892378772444966,0.09603279400974324
"(100,)",relu,lbfgs,3000,1.0,0.5892378772444966,0.09603279400974324
"(100,)",tanh,adam,200,0.5049226441631505,0.45989934542251387,0.06230980275901422
"(100,)",tanh,adam,2000,0.5049226441631505,0.45989934542251387,0.06230980275901422
"(100,)",tanh,adam,2500,0.5049226441631505,0.45989934542251387,0.06230980275901422
"(100,)",tanh,adam,3000,0.5049226441631505,0.45989934542251387,0.06230980275901422
"(100,)",tanh,sgd,200,0.507870753935377,0.4473629924925536,0.05809103498520271
"(100,)",tanh,sgd,2000,0.507870753935377,0.4473629924925536,0.05809103498520271
"(100,)",tanh,sgd,2500,0.507870753935377,0.4473629924925536,0.05809103498520271
"(100,)",tanh,sgd,3000,0.507870753935377,0.4473629924925536,0.05809103498520271
"(100,)",tanh,lbfgs,200,1.0,0.601587477097789,0.11434069021614805
"(100,)",tanh,lbfgs,2000,1.0,0.601587477097789,0.11434069021614805
"(100,)",tanh,lbfgs,2500,1.0,0.601587477097789,0.11434069021614805
"(100,)",tanh,lbfgs,3000,1.0,0.601587477097789,0.11434069021614805
"(100,)",logistic,adam,200,0.4430379746835443,0.4429435483870968,0.00834565404670129
"(100,)",logistic,adam,2000,0.4430379746835443,0.4429435483870968,0.00834565404670129
"(100,)",logistic,adam,2500,0.4430379746835443,0.4429435483870968,0.00834565404670129
"(100,)",logistic,adam,3000,0.4430379746835443,0.4429435483870968,0.00834565404670129
"(100,)",logistic,sgd,200,0.49985791418016484,0.49811843967495967,0.0712147749197682
"(100,)",logistic,sgd,2000,0.49985791418016484,0.49811843967495967,0.0712147749197682
"(100,)",logistic,sgd,2500,0.49985791418016484,0.49811843967495967,0.0712147749197682
"(100,)",logistic,sgd,3000,0.49985791418016484,0.49811843967495967,0.0712147749197682
"(100,)",logistic,lbfgs,200,1.0,0.6272614582890117,0.12502107317679534
"(100,)",logistic,lbfgs,2000,1.0,0.6272614582890117,0.12502107317679534
"(100,)",logistic,lbfgs,2500,1.0,0.6272614582890117,0.12502107317679534
"(100,)",logistic,lbfgs,3000,1.0,0.6272614582890117,0.12502107317679534
"(100,)",identity,adam,200,0.5242074219710002,0.4338339375234896,0.07734781556565373
"(100,)",identity,adam,2000,0.5242074219710002,0.4338339375234896,0.07734781556565373
"(100,)",identity,adam,2500,0.5242074219710002,0.4338339375234896,0.07734781556565373
"(100,)",identity,adam,3000,0.5242074219710002,0.4338339375234896,0.07734781556565373
"(100,)",identity,sgd,200,0.5115830115830116,0.44976802160795365,0.056057914665831085
"(100,)",identity,sgd,2000,0.5115830115830116,0.44976802160795365,0.056057914665831085
"(100,)",identity,sgd,2500,0.5115830115830116,0.44976802160795365,0.056057914665831085
"(100,)",identity,sgd,3000,0.5115830115830116,0.44976802160795365,0.056057914665831085
"(100,)",identity,lbfgs,200,1.0,0.59687077963416,0.14684497052927722
"(100,)",identity,lbfgs,2000,1.0,0.59687077963416,0.14684497052927722
"(100,)",identity,lbfgs,2500,1.0,0.59687077963416,0.14684497052927722
"(100,)",identity,lbfgs,3000,1.0,0.59687077963416,0.14684497052927722
"(200,)",relu,adam,200,0.5363889516068338,0.5105390129583678,0.08713477137448705
"(200,)",relu,adam,2000,0.5363889516068338,0.5105390129583678,0.08713477137448705
"(200,)",relu,adam,2500,0.5363889516068338,0.5105390129583678,0.08713477137448705
"(200,)",relu,adam,3000,0.5363889516068338,0.5105390129583678,0.08713477137448705
"(200,)",relu,sgd,200,0.5070028011204482,0.49765370829886957,0.0644729342404022
"(200,)",relu,sgd,2000,0.5070028011204482,0.49765370829886957,0.0644729342404022
"(200,)",relu,sgd,2500,0.5070028011204482,0.49765370829886957,0.0644729342404022
"(200,)",relu,sgd,3000,0.5070028011204482,0.49765370829886957,0.0644729342404022
"(200,)",relu,lbfgs,200,1.0,0.5732486322995383,0.09360114771308158
"(200,)",relu,lbfgs,2000,1.0,0.5732486322995383,0.09360114771308158
"(200,)",relu,lbfgs,2500,1.0,0.5732486322995383,0.09360114771308158
"(200,)",relu,lbfgs,3000,1.0,0.5732486322995383,0.09360114771308158
"(200,)",tanh,adam,200,0.5530433357909397,0.4925481145322864,0.07021805264970124
"(200,)",tanh,adam,2000,0.5530433357909397,0.4925481145322864,0.07021805264970124
"(200,)",tanh,adam,2500,0.5530433357909397,0.4925481145322864,0.07021805264970124
"(200,)",tanh,adam,3000,0.5530433357909397,0.4925481145322864,0.07021805264970124
"(200,)",tanh,sgd,200,0.540641312453393,0.518173725480478,0.07279400001450613
"(200,)",tanh,sgd,2000,0.540641312453393,0.518173725480478,0.07279400001450613
"(200,)",tanh,sgd,2500,0.540641312453393,0.518173725480478,0.07279400001450613
"(200,)",tanh,sgd,3000,0.540641312453393,0.518173725480478,0.07279400001450613
"(200,)",tanh,lbfgs,200,1.0,0.606323487444861,0.11633463516332722
"(200,)",tanh,lbfgs,2000,1.0,0.606323487444861,0.11633463516332722
"(200,)",tanh,lbfgs,2500,1.0,0.606323487444861,0.11633463516332722
"(200,)",tanh,lbfgs,3000,1.0,0.606323487444861,0.11633463516332722
"(200,)",logistic,adam,200,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200,)",logistic,adam,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200,)",logistic,adam,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200,)",logistic,adam,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200,)",logistic,sgd,200,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200,)",logistic,sgd,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200,)",logistic,sgd,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200,)",logistic,sgd,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200,)",logistic,lbfgs,200,1.0,0.6179098503406022,0.09693213600871362
"(200,)",logistic,lbfgs,2000,1.0,0.6179098503406022,0.09693213600871362
"(200,)",logistic,lbfgs,2500,1.0,0.6179098503406022,0.09693213600871362
"(200,)",logistic,lbfgs,3000,1.0,0.6179098503406022,0.09693213600871362
"(200,)",identity,adam,200,0.5674347158218126,0.5037366850494825,0.08912749575344563
"(200,)",identity,adam,2000,0.5674347158218126,0.5037366850494825,0.08912749575344563
"(200,)",identity,adam,2500,0.5674347158218126,0.5037366850494825,0.08912749575344563
"(200,)",identity,adam,3000,0.5674347158218126,0.5037366850494825,0.08912749575344563
"(200,)",identity,sgd,200,0.5376843806829663,0.47512738473283067,0.050869745800857
"(200,)",identity,sgd,2000,0.5376843806829663,0.47512738473283067,0.050869745800857
"(200,)",identity,sgd,2500,0.5376843806829663,0.47512738473283067,0.050869745800857
"(200,)",identity,sgd,3000,0.5376843806829663,0.47512738473283067,0.050869745800857
"(200,)",identity,lbfgs,200,1.0,0.5838263584719472,0.1425431439224142
"(200,)",identity,lbfgs,2000,1.0,0.5838263584719472,0.1425431439224142
"(200,)",identity,lbfgs,2500,1.0,0.5838263584719472,0.1425431439224142
"(200,)",identity,lbfgs,3000,1.0,0.5838263584719472,0.1425431439224142
"(300,)",relu,adam,200,0.7421695151726544,0.4817004114258007,0.05188915958206049
"(300,)",relu,adam,2000,0.7421695151726544,0.4817004114258007,0.05188915958206049
"(300,)",relu,adam,2500,0.7421695151726544,0.4817004114258007,0.05188915958206049
"(300,)",relu,adam,3000,0.7421695151726544,0.4817004114258007,0.05188915958206049
"(300,)",relu,sgd,200,0.5367003367003367,0.4698456833217561,0.06220075297283362
"(300,)",relu,sgd,2000,0.5367003367003367,0.4698456833217561,0.06220075297283362
"(300,)",relu,sgd,2500,0.5367003367003367,0.4698456833217561,0.06220075297283362
"(300,)",relu,sgd,3000,0.5367003367003367,0.4698456833217561,0.06220075297283362
"(300,)",relu,lbfgs,200,1.0,0.5934095506702592,0.05772812523083481
"(300,)",relu,lbfgs,2000,1.0,0.5934095506702592,0.05772812523083481
"(300,)",relu,lbfgs,2500,1.0,0.5934095506702592,0.05772812523083481
"(300,)",relu,lbfgs,3000,1.0,0.5934095506702592,0.05772812523083481
"(300,)",tanh,adam,200,0.8938223938223938,0.459428773933335,0.04808523743593282
"(300,)",tanh,adam,2000,0.8938223938223938,0.459428773933335,0.04808523743593282
"(300,)",tanh,adam,2500,0.8938223938223938,0.459428773933335,0.04808523743593282
"(300,)",tanh,adam,3000,0.8938223938223938,0.459428773933335,0.04808523743593282
"(300,)",tanh,sgd,200,0.49537150815106085,0.4393565647217816,0.009013551270987954
"(300,)",tanh,sgd,2000,0.49537150815106085,0.4393565647217816,0.009013551270987954
"(300,)",tanh,sgd,2500,0.49537150815106085,0.4393565647217816,0.009013551270987954
"(300,)",tanh,sgd,3000,0.49537150815106085,0.4393565647217816,0.009013551270987954
