hidden_layers,activation,solver,max_iter,f1_score,cv_mean,cv_std
"(300,)",tanh,lbfgs,200,1.0,0.6004816570823304,0.11079695800185649
"(300,)",tanh,lbfgs,2000,1.0,0.6004816570823304,0.11079695800185649
"(300,)",tanh,lbfgs,2500,1.0,0.6004816570823304,0.11079695800185649
"(300,)",tanh,lbfgs,3000,1.0,0.6004816570823304,0.11079695800185649
"(300,)",logistic,adam,200,0.47909729929707734,0.44825854700854695,0.004022169858740673
"(300,)",logistic,adam,2000,0.47909729929707734,0.44825854700854695,0.004022169858740673
"(300,)",logistic,adam,2500,0.47909729929707734,0.44825854700854695,0.004022169858740673
"(300,)",logistic,adam,3000,0.47909729929707734,0.44825854700854695,0.004022169858740673
"(300,)",logistic,sgd,200,0.4923076923076923,0.44474206349206347,0.008968989206411825
"(300,)",logistic,sgd,2000,0.4923076923076923,0.44474206349206347,0.008968989206411825
"(300,)",logistic,sgd,2500,0.4923076923076923,0.44474206349206347,0.008968989206411825
"(300,)",logistic,sgd,3000,0.4923076923076923,0.44474206349206347,0.008968989206411825
"(300,)",logistic,lbfgs,200,1.0,0.571405314327188,0.09647869359313316
"(300,)",logistic,lbfgs,2000,1.0,0.571405314327188,0.09647869359313316
"(300,)",logistic,lbfgs,2500,1.0,0.571405314327188,0.09647869359313316
"(300,)",logistic,lbfgs,3000,1.0,0.571405314327188,0.09647869359313316
"(300,)",identity,adam,200,0.6623376623376623,0.4717824297092699,0.06694170074748072
"(300,)",identity,adam,2000,0.6623376623376623,0.4717824297092699,0.06694170074748072
"(300,)",identity,adam,2500,0.6623376623376623,0.4717824297092699,0.06694170074748072
"(300,)",identity,adam,3000,0.6623376623376623,0.4717824297092699,0.06694170074748072
"(300,)",identity,sgd,200,0.5457272410184862,0.4637149050362586,0.04684417053398984
"(300,)",identity,sgd,2000,0.5457272410184862,0.4637149050362586,0.04684417053398984
"(300,)",identity,sgd,2500,0.5457272410184862,0.4637149050362586,0.04684417053398984
"(300,)",identity,sgd,3000,0.5457272410184862,0.4637149050362586,0.04684417053398984
"(300,)",identity,lbfgs,200,1.0,0.6026759293781495,0.09291745236041123
"(300,)",identity,lbfgs,2000,1.0,0.6026759293781495,0.09291745236041123
"(300,)",identity,lbfgs,2500,1.0,0.6026759293781495,0.09291745236041123
"(300,)",identity,lbfgs,3000,1.0,0.6026759293781495,0.09291745236041123
"(100, 50)",relu,adam,200,0.5613928739812757,0.5240585552508404,0.0843681035131855
"(100, 50)",relu,adam,2000,0.5613928739812757,0.5240585552508404,0.0843681035131855
"(100, 50)",relu,adam,2500,0.5613928739812757,0.5240585552508404,0.0843681035131855
"(100, 50)",relu,adam,3000,0.5613928739812757,0.5240585552508404,0.0843681035131855
"(100, 50)",relu,sgd,200,0.5376843806829663,0.5114917359569311,0.08595585617402576
"(100, 50)",relu,sgd,2000,0.5376843806829663,0.5114917359569311,0.08595585617402576
"(100, 50)",relu,sgd,2500,0.5376843806829663,0.5114917359569311,0.08595585617402576
"(100, 50)",relu,sgd,3000,0.5376843806829663,0.5114917359569311,0.08595585617402576
"(100, 50)",relu,lbfgs,200,1.0,0.6226750536364317,0.1341935139442219
"(100, 50)",relu,lbfgs,2000,1.0,0.6226750536364317,0.1341935139442219
"(100, 50)",relu,lbfgs,2500,1.0,0.6226750536364317,0.1341935139442219
"(100, 50)",relu,lbfgs,3000,1.0,0.6226750536364317,0.1341935139442219
"(100, 50)",tanh,adam,200,0.5151515151515151,0.49483646953405014,0.05863915345668301
"(100, 50)",tanh,adam,2000,0.5151515151515151,0.49483646953405014,0.05863915345668301
"(100, 50)",tanh,adam,2500,0.5151515151515151,0.49483646953405014,0.05863915345668301
"(100, 50)",tanh,adam,3000,0.5151515151515151,0.49483646953405014,0.05863915345668301
"(100, 50)",tanh,sgd,200,0.5692992213570635,0.4908221326164875,0.054913715813389066
"(100, 50)",tanh,sgd,2000,0.5692992213570635,0.4908221326164875,0.054913715813389066
"(100, 50)",tanh,sgd,2500,0.5692992213570635,0.4908221326164875,0.054913715813389066
"(100, 50)",tanh,sgd,3000,0.5692992213570635,0.4908221326164875,0.054913715813389066
"(100, 50)",tanh,lbfgs,200,1.0,0.6144621513488993,0.13094817481281573
"(100, 50)",tanh,lbfgs,2000,1.0,0.6144621513488993,0.13094817481281573
"(100, 50)",tanh,lbfgs,2500,1.0,0.6144621513488993,0.13094817481281573
"(100, 50)",tanh,lbfgs,3000,1.0,0.6144621513488993,0.13094817481281573
"(100, 50)",logistic,adam,200,0.4482758620689655,0.4343696581196581,0.029895318732060045
"(100, 50)",logistic,adam,2000,0.4482758620689655,0.4343696581196581,0.029895318732060045
"(100, 50)",logistic,adam,2500,0.4482758620689655,0.4343696581196581,0.029895318732060045
"(100, 50)",logistic,adam,3000,0.4482758620689655,0.4343696581196581,0.029895318732060045
"(100, 50)",logistic,sgd,200,0.44654088050314467,0.44825854700854695,0.004022169858740673
"(100, 50)",logistic,sgd,2000,0.44654088050314467,0.44825854700854695,0.004022169858740673
"(100, 50)",logistic,sgd,2500,0.44654088050314467,0.44825854700854695,0.004022169858740673
"(100, 50)",logistic,sgd,3000,0.44654088050314467,0.44825854700854695,0.004022169858740673
"(100, 50)",logistic,lbfgs,200,1.0,0.6061250502881841,0.11910671868582574
"(100, 50)",logistic,lbfgs,2000,1.0,0.6061250502881841,0.11910671868582574
"(100, 50)",logistic,lbfgs,2500,1.0,0.6061250502881841,0.11910671868582574
"(100, 50)",logistic,lbfgs,3000,1.0,0.6061250502881841,0.11910671868582574
"(100, 50)",identity,adam,200,0.5934876908343192,0.48356884885342055,0.05538101175601937
"(100, 50)",identity,adam,2000,0.5934876908343192,0.48356884885342055,0.05538101175601937
"(100, 50)",identity,adam,2500,0.5934876908343192,0.48356884885342055,0.05538101175601937
"(100, 50)",identity,adam,3000,0.5934876908343192,0.48356884885342055,0.05538101175601937
"(100, 50)",identity,sgd,200,0.5990057995028998,0.49554800787748565,0.09462459851652835
"(100, 50)",identity,sgd,2000,0.5990057995028998,0.49554800787748565,0.09462459851652835
"(100, 50)",identity,sgd,2500,0.5990057995028998,0.49554800787748565,0.09462459851652835
"(100, 50)",identity,sgd,3000,0.5990057995028998,0.49554800787748565,0.09462459851652835
"(100, 50)",identity,lbfgs,200,1.0,0.602216391143871,0.14233792407466675
"(100, 50)",identity,lbfgs,2000,1.0,0.602216391143871,0.14233792407466675
"(100, 50)",identity,lbfgs,2500,1.0,0.602216391143871,0.14233792407466675
"(100, 50)",identity,lbfgs,3000,1.0,0.602216391143871,0.14233792407466675
"(200, 100)",relu,adam,200,0.9516669412863183,0.44121383768561184,0.008431043287024587
"(200, 100)",relu,adam,2000,0.9516669412863183,0.44121383768561184,0.008431043287024587
"(200, 100)",relu,adam,2500,0.9516669412863183,0.44121383768561184,0.008431043287024587
"(200, 100)",relu,adam,3000,0.9516669412863183,0.44121383768561184,0.008431043287024587
"(200, 100)",relu,sgd,200,0.44654088050314467,0.4464664323132065,0.006534154054421401
"(200, 100)",relu,sgd,2000,0.44654088050314467,0.4464664323132065,0.006534154054421401
"(200, 100)",relu,sgd,2500,0.44654088050314467,0.4464664323132065,0.006534154054421401
"(200, 100)",relu,sgd,3000,0.44654088050314467,0.4464664323132065,0.006534154054421401
"(200, 100)",relu,lbfgs,200,1.0,0.5755210009049525,0.10870195115114194
"(200, 100)",relu,lbfgs,2000,1.0,0.5755210009049525,0.10870195115114194
"(200, 100)",relu,lbfgs,2500,1.0,0.5755210009049525,0.10870195115114194
"(200, 100)",relu,lbfgs,3000,1.0,0.5755210009049525,0.10870195115114194
"(200, 100)",tanh,adam,200,0.8687546607009694,0.44825854700854695,0.004022169858740673
"(200, 100)",tanh,adam,2000,0.8687546607009694,0.44825854700854695,0.004022169858740673
"(200, 100)",tanh,adam,2500,0.8687546607009694,0.44825854700854695,0.004022169858740673
"(200, 100)",tanh,adam,3000,0.8687546607009694,0.44825854700854695,0.004022169858740673
"(200, 100)",tanh,sgd,200,0.4665355943311215,0.43744399641577064,0.012086710103971495
"(200, 100)",tanh,sgd,2000,0.4665355943311215,0.43744399641577064,0.012086710103971495
"(200, 100)",tanh,sgd,2500,0.4665355943311215,0.43744399641577064,0.012086710103971495
"(200, 100)",tanh,sgd,3000,0.4665355943311215,0.43744399641577064,0.012086710103971495
"(200, 100)",tanh,lbfgs,200,1.0,0.5972843420264531,0.1180126354513398
"(200, 100)",tanh,lbfgs,2000,1.0,0.5972843420264531,0.1180126354513398
"(200, 100)",tanh,lbfgs,2500,1.0,0.5972843420264531,0.1180126354513398
"(200, 100)",tanh,lbfgs,3000,1.0,0.5972843420264531,0.1180126354513398
"(200, 100)",logistic,adam,200,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200, 100)",logistic,adam,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200, 100)",logistic,adam,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200, 100)",logistic,adam,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200, 100)",logistic,sgd,200,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200, 100)",logistic,sgd,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200, 100)",logistic,sgd,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200, 100)",logistic,sgd,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(200, 100)",logistic,lbfgs,200,1.0,0.612097568727157,0.12297806343699129
"(200, 100)",logistic,lbfgs,2000,1.0,0.612097568727157,0.12297806343699129
"(200, 100)",logistic,lbfgs,2500,1.0,0.612097568727157,0.12297806343699129
"(200, 100)",logistic,lbfgs,3000,1.0,0.612097568727157,0.12297806343699129
"(200, 100)",identity,adam,200,0.6864035087719298,0.43560707885304667,0.014737368462318028
"(200, 100)",identity,adam,2000,0.6864035087719298,0.43560707885304667,0.014737368462318028
"(200, 100)",identity,adam,2500,0.6864035087719298,0.43560707885304667,0.014737368462318028
"(200, 100)",identity,adam,3000,0.6864035087719298,0.43560707885304667,0.014737368462318028
"(200, 100)",identity,sgd,200,0.47485080988917305,0.4292455120036537,0.036734505376188394
"(200, 100)",identity,sgd,2000,0.47485080988917305,0.4292455120036537,0.036734505376188394
"(200, 100)",identity,sgd,2500,0.47485080988917305,0.4292455120036537,0.036734505376188394
"(200, 100)",identity,sgd,3000,0.47485080988917305,0.4292455120036537,0.036734505376188394
"(200, 100)",identity,lbfgs,200,1.0,0.595558738848435,0.14616047352593453
"(200, 100)",identity,lbfgs,2000,1.0,0.595558738848435,0.14616047352593453
"(200, 100)",identity,lbfgs,2500,1.0,0.595558738848435,0.14616047352593453
"(200, 100)",identity,lbfgs,3000,1.0,0.595558738848435,0.14616047352593453
"(300, 150)",relu,adam,200,0.5708593517692536,0.4465224358974359,0.0033670122234308727
"(300, 150)",relu,adam,2000,0.5708593517692536,0.4465224358974359,0.0033670122234308727
"(300, 150)",relu,adam,2500,0.5708593517692536,0.4465224358974359,0.0033670122234308727
"(300, 150)",relu,adam,3000,0.5708593517692536,0.4465224358974359,0.0033670122234308727
"(300, 150)",relu,sgd,200,0.5469107551487414,0.44305555555555554,0.002777777777777768
"(300, 150)",relu,sgd,2000,0.5469107551487414,0.44305555555555554,0.002777777777777768
"(300, 150)",relu,sgd,2500,0.5469107551487414,0.44305555555555554,0.002777777777777768
"(300, 150)",relu,sgd,3000,0.5469107551487414,0.44305555555555554,0.002777777777777768
"(300, 150)",relu,lbfgs,200,1.0,0.5850325266718709,0.11354921642567499
"(300, 150)",relu,lbfgs,2000,1.0,0.5850325266718709,0.11354921642567499
"(300, 150)",relu,lbfgs,2500,1.0,0.5850325266718709,0.11354921642567499
"(300, 150)",relu,lbfgs,3000,1.0,0.5850325266718709,0.11354921642567499
"(300, 150)",tanh,adam,200,0.5139758873846568,0.46406810035842294,0.057013756817889
"(300, 150)",tanh,adam,2000,0.5139758873846568,0.46406810035842294,0.057013756817889
"(300, 150)",tanh,adam,2500,0.5139758873846568,0.46406810035842294,0.057013756817889
"(300, 150)",tanh,adam,3000,0.5139758873846568,0.46406810035842294,0.057013756817889
"(300, 150)",tanh,sgd,200,0.4968928660203828,0.47293807990000475,0.08384782141667059
"(300, 150)",tanh,sgd,2000,0.4968928660203828,0.47293807990000475,0.08384782141667059
"(300, 150)",tanh,sgd,2500,0.4968928660203828,0.47293807990000475,0.08384782141667059
"(300, 150)",tanh,sgd,3000,0.4968928660203828,0.47293807990000475,0.08384782141667059
"(300, 150)",tanh,lbfgs,200,1.0,0.6288138905481442,0.13510779054592972
"(300, 150)",tanh,lbfgs,2000,1.0,0.6288138905481442,0.13510779054592972
"(300, 150)",tanh,lbfgs,2500,1.0,0.6288138905481442,0.13510779054592972
"(300, 150)",tanh,lbfgs,3000,1.0,0.6288138905481442,0.13510779054592972
"(300, 150)",logistic,adam,200,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150)",logistic,adam,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150)",logistic,adam,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150)",logistic,adam,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150)",logistic,sgd,200,0.4482758620689655,0.4465224358974359,0.0033670122234308727
"(300, 150)",logistic,sgd,2000,0.4482758620689655,0.4465224358974359,0.0033670122234308727
"(300, 150)",logistic,sgd,2500,0.4482758620689655,0.4465224358974359,0.0033670122234308727
"(300, 150)",logistic,sgd,3000,0.4482758620689655,0.4465224358974359,0.0033670122234308727
"(300, 150)",logistic,lbfgs,200,1.0,0.5820324067892837,0.09553136761630701
"(300, 150)",logistic,lbfgs,2000,1.0,0.5820324067892837,0.09553136761630701
"(300, 150)",logistic,lbfgs,2500,1.0,0.5820324067892837,0.09553136761630701
"(300, 150)",logistic,lbfgs,3000,1.0,0.5820324067892837,0.09553136761630701
"(300, 150)",identity,adam,200,0.5377110694183864,0.4831041776837653,0.07658385706619553
"(300, 150)",identity,adam,2000,0.5377110694183864,0.4831041776837653,0.07658385706619553
"(300, 150)",identity,adam,2500,0.5377110694183864,0.4831041776837653,0.07658385706619553
"(300, 150)",identity,adam,3000,0.5377110694183864,0.4831041776837653,0.07658385706619553
"(300, 150)",identity,sgd,200,0.5133640552995392,0.4457646151007154,0.03901316552339067
"(300, 150)",identity,sgd,2000,0.5133640552995392,0.4457646151007154,0.03901316552339067
"(300, 150)",identity,sgd,2500,0.5133640552995392,0.4457646151007154,0.03901316552339067
"(300, 150)",identity,sgd,3000,0.5133640552995392,0.4457646151007154,0.03901316552339067
"(300, 150)",identity,lbfgs,200,1.0,0.5854152035193552,0.09342109338486618
"(300, 150)",identity,lbfgs,2000,1.0,0.5854152035193552,0.09342109338486618
"(300, 150)",identity,lbfgs,2500,1.0,0.5854152035193552,0.09342109338486618
"(300, 150)",identity,lbfgs,3000,1.0,0.5854152035193552,0.09342109338486618
"(100, 50, 25)",relu,adam,200,0.5049226441631505,0.5383590407498209,0.08989699656850761
"(100, 50, 25)",relu,adam,2000,0.5049226441631505,0.5383590407498209,0.08989699656850761
"(100, 50, 25)",relu,adam,2500,0.5049226441631505,0.5383590407498209,0.08989699656850761
"(100, 50, 25)",relu,adam,3000,0.5049226441631505,0.5383590407498209,0.08989699656850761
"(100, 50, 25)",relu,sgd,200,0.5082469580892294,0.5190323365449261,0.09294937371093737
"(100, 50, 25)",relu,sgd,2000,0.5082469580892294,0.5190323365449261,0.09294937371093737
"(100, 50, 25)",relu,sgd,2500,0.5082469580892294,0.5190323365449261,0.09294937371093737
"(100, 50, 25)",relu,sgd,3000,0.5082469580892294,0.5190323365449261,0.09294937371093737
"(100, 50, 25)",relu,lbfgs,200,1.0,0.6130474308915488,0.1400088995387277
"(100, 50, 25)",relu,lbfgs,2000,1.0,0.6130474308915488,0.1400088995387277
"(100, 50, 25)",relu,lbfgs,2500,1.0,0.6130474308915488,0.1400088995387277
"(100, 50, 25)",relu,lbfgs,3000,1.0,0.6130474308915488,0.1400088995387277
"(100, 50, 25)",tanh,adam,200,0.5049226441631505,0.4935233100820092,0.059818458522746344
"(100, 50, 25)",tanh,adam,2000,0.5049226441631505,0.4935233100820092,0.059818458522746344
"(100, 50, 25)",tanh,adam,2500,0.5049226441631505,0.4935233100820092,0.059818458522746344
"(100, 50, 25)",tanh,adam,3000,0.5049226441631505,0.4935233100820092,0.059818458522746344
"(100, 50, 25)",tanh,sgd,200,0.54185225892289,0.4562094155844155,0.06107795058820557
"(100, 50, 25)",tanh,sgd,2000,0.54185225892289,0.4562094155844155,0.06107795058820557
"(100, 50, 25)",tanh,sgd,2500,0.54185225892289,0.4562094155844155,0.06107795058820557
"(100, 50, 25)",tanh,sgd,3000,0.54185225892289,0.4562094155844155,0.06107795058820557
"(100, 50, 25)",tanh,lbfgs,200,1.0,0.6224759990484388,0.13495582900341938
"(100, 50, 25)",tanh,lbfgs,2000,1.0,0.6224759990484388,0.13495582900341938
"(100, 50, 25)",tanh,lbfgs,2500,1.0,0.6224759990484388,0.13495582900341938
"(100, 50, 25)",tanh,lbfgs,3000,1.0,0.6224759990484388,0.13495582900341938
"(100, 50, 25)",logistic,adam,200,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(100, 50, 25)",logistic,adam,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(100, 50, 25)",logistic,adam,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(100, 50, 25)",logistic,adam,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(100, 50, 25)",logistic,sgd,200,0.46655890078803797,0.46050512431800017,0.027825573348536525
"(100, 50, 25)",logistic,sgd,2000,0.46655890078803797,0.46050512431800017,0.027825573348536525
"(100, 50, 25)",logistic,sgd,2500,0.46655890078803797,0.46050512431800017,0.027825573348536525
"(100, 50, 25)",logistic,sgd,3000,0.46655890078803797,0.46050512431800017,0.027825573348536525
"(100, 50, 25)",logistic,lbfgs,200,1.0,0.6009043503581459,0.10376333677060164
"(100, 50, 25)",logistic,lbfgs,2000,1.0,0.6009043503581459,0.10376333677060164
"(100, 50, 25)",logistic,lbfgs,2500,1.0,0.6009043503581459,0.10376333677060164
"(100, 50, 25)",logistic,lbfgs,3000,1.0,0.6009043503581459,0.10376333677060164
"(100, 50, 25)",identity,adam,200,0.621505376344086,0.48629320276497695,0.08282241978897377
"(100, 50, 25)",identity,adam,2000,0.621505376344086,0.48629320276497695,0.08282241978897377
"(100, 50, 25)",identity,adam,2500,0.621505376344086,0.48629320276497695,0.08282241978897377
"(100, 50, 25)",identity,adam,3000,0.621505376344086,0.48629320276497695,0.08282241978897377
"(100, 50, 25)",identity,sgd,200,0.5169006352442945,0.49720581059359337,0.1159460109579529
"(100, 50, 25)",identity,sgd,2000,0.5169006352442945,0.49720581059359337,0.1159460109579529
"(100, 50, 25)",identity,sgd,2500,0.5169006352442945,0.49720581059359337,0.1159460109579529
"(100, 50, 25)",identity,sgd,3000,0.5169006352442945,0.49720581059359337,0.1159460109579529
"(100, 50, 25)",identity,lbfgs,200,1.0,0.5939847179120149,0.13494631993142092
"(100, 50, 25)",identity,lbfgs,2000,1.0,0.5939847179120149,0.13494631993142092
"(100, 50, 25)",identity,lbfgs,2500,1.0,0.5939847179120149,0.13494631993142092
"(100, 50, 25)",identity,lbfgs,3000,1.0,0.5939847179120149,0.13494631993142092
"(200, 100, 50)",relu,adam,200,0.47909729929707734,0.43482652946468736,0.024639839034613156
"(200, 100, 50)",relu,adam,2000,0.47909729929707734,0.43482652946468736,0.024639839034613156
"(200, 100, 50)",relu,adam,2500,0.47909729929707734,0.43482652946468736,0.024639839034613156
"(200, 100, 50)",relu,adam,3000,0.47909729929707734,0.43482652946468736,0.024639839034613156
"(200, 100, 50)",relu,sgd,200,0.4430379746835443,0.4577933408790794,0.0633176394178743
"(200, 100, 50)",relu,sgd,2000,0.4430379746835443,0.4577933408790794,0.0633176394178743
"(200, 100, 50)",relu,sgd,2500,0.4430379746835443,0.4577933408790794,0.0633176394178743
"(200, 100, 50)",relu,sgd,3000,0.4430379746835443,0.4577933408790794,0.0633176394178743
"(200, 100, 50)",relu,lbfgs,200,1.0,0.5839361614164651,0.0921146034167144
"(200, 100, 50)",relu,lbfgs,2000,1.0,0.5839361614164651,0.0921146034167144
"(200, 100, 50)",relu,lbfgs,2500,1.0,0.5839361614164651,0.0921146034167144
"(200, 100, 50)",relu,lbfgs,3000,1.0,0.5839361614164651,0.0921146034167144
"(200, 100, 50)",tanh,adam,200,0.5279919544083138,0.5207760496671787,0.06629482047825543
"(200, 100, 50)",tanh,adam,2000,0.5279919544083138,0.5207760496671787,0.06629482047825543
"(200, 100, 50)",tanh,adam,2500,0.5279919544083138,0.5207760496671787,0.06629482047825543
"(200, 100, 50)",tanh,adam,3000,0.5279919544083138,0.5207760496671787,0.06629482047825543
"(200, 100, 50)",tanh,sgd,200,0.5333440462799293,0.5117946553050334,0.059492575204251386
"(200, 100, 50)",tanh,sgd,2000,0.5333440462799293,0.5117946553050334,0.059492575204251386
"(200, 100, 50)",tanh,sgd,2500,0.5333440462799293,0.5117946553050334,0.059492575204251386
"(200, 100, 50)",tanh,sgd,3000,0.5333440462799293,0.5117946553050334,0.059492575204251386
"(200, 100, 50)",tanh,lbfgs,200,1.0,0.6208778572093743,0.13560058201818329
"(200, 100, 50)",tanh,lbfgs,2000,1.0,0.6208778572093743,0.13560058201818329
"(200, 100, 50)",tanh,lbfgs,2500,1.0,0.6208778572093743,0.13560058201818329
"(200, 100, 50)",tanh,lbfgs,3000,1.0,0.6208778572093743,0.13560058201818329
"(200, 100, 50)",logistic,adam,200,0.47909729929707734,0.44825854700854695,0.004022169858740673
"(200, 100, 50)",logistic,adam,2000,0.47909729929707734,0.44825854700854695,0.004022169858740673
"(200, 100, 50)",logistic,adam,2500,0.47909729929707734,0.44825854700854695,0.004022169858740673
"(200, 100, 50)",logistic,adam,3000,0.47909729929707734,0.44825854700854695,0.004022169858740673
"(200, 100, 50)",logistic,sgd,200,0.4482758620689655,0.47653235653235654,0.06332458422113424
"(200, 100, 50)",logistic,sgd,2000,0.4482758620689655,0.47653235653235654,0.06332458422113424
"(200, 100, 50)",logistic,sgd,2500,0.4482758620689655,0.47653235653235654,0.06332458422113424
"(200, 100, 50)",logistic,sgd,3000,0.4482758620689655,0.47653235653235654,0.06332458422113424
"(200, 100, 50)",logistic,lbfgs,200,1.0,0.6224502541845078,0.13470878644043074
"(200, 100, 50)",logistic,lbfgs,2000,1.0,0.6224502541845078,0.13470878644043074
"(200, 100, 50)",logistic,lbfgs,2500,1.0,0.6224502541845078,0.13470878644043074
"(200, 100, 50)",logistic,lbfgs,3000,1.0,0.6224502541845078,0.13470878644043074
"(200, 100, 50)",identity,adam,200,0.5016731016731018,0.49367927547363033,0.0808385729940099
"(200, 100, 50)",identity,adam,2000,0.5016731016731018,0.49367927547363033,0.0808385729940099
"(200, 100, 50)",identity,adam,2500,0.5016731016731018,0.49367927547363033,0.0808385729940099
"(200, 100, 50)",identity,adam,3000,0.5016731016731018,0.49367927547363033,0.0808385729940099
"(200, 100, 50)",identity,sgd,200,0.5458597231996246,0.5096272653253087,0.10291745113741196
"(200, 100, 50)",identity,sgd,2000,0.5458597231996246,0.5096272653253087,0.10291745113741196
"(200, 100, 50)",identity,sgd,2500,0.5458597231996246,0.5096272653253087,0.10291745113741196
"(200, 100, 50)",identity,sgd,3000,0.5458597231996246,0.5096272653253087,0.10291745113741196
"(200, 100, 50)",identity,lbfgs,200,1.0,0.5906675695950494,0.13817043540230478
"(200, 100, 50)",identity,lbfgs,2000,1.0,0.5906675695950494,0.13817043540230478
"(200, 100, 50)",identity,lbfgs,2500,1.0,0.5906675695950494,0.13817043540230478
"(200, 100, 50)",identity,lbfgs,3000,1.0,0.5906675695950494,0.13817043540230478
"(300, 150, 75)",relu,adam,200,0.444794952681388,0.4429382065067549,0.006745577653474676
"(300, 150, 75)",relu,adam,2000,0.444794952681388,0.4429382065067549,0.006745577653474676
"(300, 150, 75)",relu,adam,2500,0.444794952681388,0.4429382065067549,0.006745577653474676
"(300, 150, 75)",relu,adam,3000,0.444794952681388,0.4429382065067549,0.006745577653474676
"(300, 150, 75)",relu,sgd,200,0.4340836012861736,0.4299174401398977,0.017101907824849473
"(300, 150, 75)",relu,sgd,2000,0.4340836012861736,0.4299174401398977,0.017101907824849473
"(300, 150, 75)",relu,sgd,2500,0.4340836012861736,0.4299174401398977,0.017101907824849473
"(300, 150, 75)",relu,sgd,3000,0.4340836012861736,0.4299174401398977,0.017101907824849473
"(300, 150, 75)",relu,lbfgs,200,1.0,0.6122152835214891,0.13369330960596248
"(300, 150, 75)",relu,lbfgs,2000,1.0,0.6122152835214891,0.13369330960596248
"(300, 150, 75)",relu,lbfgs,2500,1.0,0.6122152835214891,0.13369330960596248
"(300, 150, 75)",relu,lbfgs,3000,1.0,0.6122152835214891,0.13369330960596248
"(300, 150, 75)",tanh,adam,200,0.47909729929707734,0.5424168282055105,0.07015016710449849
"(300, 150, 75)",tanh,adam,2000,0.47909729929707734,0.5424168282055105,0.07015016710449849
"(300, 150, 75)",tanh,adam,2500,0.47909729929707734,0.5424168282055105,0.07015016710449849
"(300, 150, 75)",tanh,adam,3000,0.47909729929707734,0.5424168282055105,0.07015016710449849
"(300, 150, 75)",tanh,sgd,200,0.5098968916986528,0.48579161525354025,0.0658553104377798
"(300, 150, 75)",tanh,sgd,2000,0.5098968916986528,0.48579161525354025,0.0658553104377798
"(300, 150, 75)",tanh,sgd,2500,0.5098968916986528,0.48579161525354025,0.0658553104377798
"(300, 150, 75)",tanh,sgd,3000,0.5098968916986528,0.48579161525354025,0.0658553104377798
"(300, 150, 75)",tanh,lbfgs,200,1.0,0.6243796848899968,0.1261276168156751
"(300, 150, 75)",tanh,lbfgs,2000,1.0,0.6243796848899968,0.1261276168156751
"(300, 150, 75)",tanh,lbfgs,2500,1.0,0.6243796848899968,0.1261276168156751
"(300, 150, 75)",tanh,lbfgs,3000,1.0,0.6243796848899968,0.1261276168156751
"(300, 150, 75)",logistic,adam,200,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150, 75)",logistic,adam,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150, 75)",logistic,adam,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150, 75)",logistic,adam,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150, 75)",logistic,sgd,200,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150, 75)",logistic,sgd,2000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150, 75)",logistic,sgd,2500,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150, 75)",logistic,sgd,3000,0.4482758620689655,0.44825854700854695,0.004022169858740673
"(300, 150, 75)",logistic,lbfgs,200,1.0,0.5592647789369101,0.09097340648626437
"(300, 150, 75)",logistic,lbfgs,2000,1.0,0.5592647789369101,0.09097340648626437
"(300, 150, 75)",logistic,lbfgs,2500,1.0,0.5592647789369101,0.09097340648626437
"(300, 150, 75)",logistic,lbfgs,3000,1.0,0.5592647789369101,0.09097340648626437
"(300, 150, 75)",identity,adam,200,0.4430379746835443,0.46786382861681564,0.05674213491173714
"(300, 150, 75)",identity,adam,2000,0.4430379746835443,0.46786382861681564,0.05674213491173714
"(300, 150, 75)",identity,adam,2500,0.4430379746835443,0.46786382861681564,0.05674213491173714
"(300, 150, 75)",identity,adam,3000,0.4430379746835443,0.46786382861681564,0.05674213491173714
"(300, 150, 75)",identity,sgd,200,0.468990948709353,0.43971178184492354,0.021296561551278567
"(300, 150, 75)",identity,sgd,2000,0.468990948709353,0.43971178184492354,0.021296561551278567
